"'LOWER SECTION","'","'","'","'","'","'","'",
"'3 of a Kind","'Add total of all dice","'23","'22","'24","'0","'17","'21",
"'4 of a Kind","'Add total of all dice","'10","'28","'27","'0","'0","'18",
"'Full House","'SCORE 25","'25","'25","'25","'25","'0","'25",
"'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'LG Straight Sequence of 5","'SCORE 40","'40","'40","'0","'40","'40","'40",
"'YAHTZEE 5 of a Kind","'SCORE 50","'0","'0","'0","'05","'0","'so",
"'Chance","'Score total of all dice","'21","'17","'21","'17","'26","'19",
"'YAHTZEE","'X FOR EACH BONUS","'","'","'","'","'","'",
"'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL Of Lower Section","'","'149","'162","'127","'112","'113","'103",
"'TOTAL Of Upper Section","'","'103","'100","'98","'59","'61","'62",
"'GRAND TOTAL","'","'252","'262","'225","'171","'174","'265",
,,,,,,,

'Confidence Scores % (Table Cell)
""'59.96093750","'44.45800781","'44.45800781","'44.45800781","'39.59960938","'39.59960938","'54.58984375","'54.58984375",
"'58.98437500","'91.50390625","'89.74609375","'90.72265625","'90.91796875","'91.25976563","'90.77148438","'90.86914063",
"'60.00976563","'93.11523438","'91.35742188","'92.38281250","'92.57812500","'92.91992188","'92.43164063","'92.52929688",
"'59.76562500","'92.72460938","'90.91796875","'91.94335938","'92.13867188","'92.48046875","'91.99218750","'92.08984375",
"'58.98437500","'91.50390625","'89.74609375","'90.72265625","'90.91796875","'91.25976563","'90.77148438","'90.86914063",
"'59.03320313","'91.60156250","'89.89257813","'90.86914063","'91.06445313","'91.40625000","'90.91796875","'91.01562500",
"'58.64257813","'91.01562500","'89.25781250","'90.28320313","'90.47851563","'90.77148438","'90.33203125","'90.42968750",
"'58.00781250","'89.94140625","'88.23242188","'89.25781250","'89.40429688","'89.74609375","'89.30664063","'89.35546875",
"'92.72460938","'91.40625000","'89.64843750","'90.62500000","'90.82031250","'91.16210938","'90.67382813","'90.77148438",
"'92.72460938","'81.88476563","'80.32226563","'81.20117188","'81.39648438","'81.64062500","'81.25000000","'81.34765625",
"'58.30078125","'90.42968750","'88.72070313","'89.69726563","'89.89257813","'90.23437500","'89.74609375","'89.84375000",
"'57.32421875","'88.96484375","'87.25585938","'88.23242188","'88.42773438","'88.76953125","'88.28125000","'88.37890625",
"'59.61914063","'92.52929688","'90.77148438","'91.79687500","'91.94335938","'92.28515625","'91.84570313","'91.89453125",
