"'Aces = 1","'Count and add only Aces","'4","'1","'I","'3","'2","'1",
"'Twos = 2","'Count and add only Twos","'8","'8","'4","'4","'4","'6",
"'Threes = 3","'Count and add only Threes","'9","'6","'6","'43","'12","'6",
"'NOT_SELECTED Fours :: = 4","'Count and add only Fours","'12","'8","'16","'12","'12","'12",
"'SELECTED Fives : = 5","'Count and add only Fives","'15","'20","'20","'10","'15","'IS",
"'SELECTED Sixes = 6","'Count and add only Sixes","'18","'6","'24","'18","'24","'18",
"'TOTAL","'","'66","'49","'71","'so","'69","'58",
"'BONUS If total score is 63 or over","'SCORE 35","'35","'0","'35","'0","'35","'0",
"'TOTAL Of Upper Section","'","'101","'49","'106","'so","'104","'58",
,,,,,,,

'Confidence Scores % (Table Cell)
""'58.34960938","'92.96875000","'91.06445313","'91.99218750","'91.89453125","'91.89453125","'92.13867188","'91.74804688",
"'57.56835938","'91.69921875","'89.84375000","'90.77148438","'90.62500000","'90.62500000","'90.86914063","'90.47851563",
"'56.88476563","'90.57617188","'88.76953125","'89.69726563","'89.55078125","'89.55078125","'89.79492188","'89.40429688",
"'57.17773438","'91.06445313","'89.20898438","'90.13671875","'89.99023438","'89.99023438","'90.28320313","'89.84375000",
"'56.98242188","'90.72265625","'88.91601563","'89.79492188","'89.69726563","'89.69726563","'89.94140625","'89.55078125",
"'57.03125000","'90.82031250","'89.01367188","'89.89257813","'89.79492188","'89.79492188","'90.03906250","'89.64843750",
"'56.73828125","'90.33203125","'88.52539063","'89.45312500","'89.30664063","'89.30664063","'89.59960938","'89.16015625",
"'56.59179688","'90.13671875","'88.28125000","'89.20898438","'89.06250000","'89.06250000","'89.35546875","'88.91601563",
"'58.98437500","'93.94531250","'92.04101563","'92.96875000","'92.87109375","'92.87109375","'93.11523438","'92.72460938",
