"'NOT_SELECTED Aces = 1","'Count and add only Aces","'K","'I","'2","'1","'4","'",
"'NOT_SELECTED Twos = 2","'Count and add only Twos","'6","'8","'4","'","'4","'0",
"'NOT_SELECTED Threes : = 3","'Count and add only Threes","'9","'12","'9","'9","'9","'9",
"'NOT_SELECTED Fours = 4","'Count and add only Fours","'16","'16","'12","'12","'12","'12",
"'Fives = 5","'Count and add only Fives","'20","'10","'15","'10","'15","'15",
"'Sixes =6","'Count and add only Sixes","'24","'18","'24","'18","'24","'18",
"'TOTAL","'","'77","'65","'66","'50","'65","'55",
"'If total score BONUS is 63 or over","'SCORE 35","'35","'35","'35","'","'35","'0",
"'TOTAL Of Upper Section","'","'113","'100","'101","'50","'100","'55",
,,,,,,,

'Confidence Scores % (Table Cell)
""'46.77734375","'90.62500000","'89.84375000","'89.99023438","'90.47851563","'89.74609375","'89.69726563","'90.91796875",
"'46.33789063","'89.79492188","'89.01367188","'89.16015625","'89.64843750","'88.91601563","'88.86718750","'90.08789063",
"'46.38671875","'89.89257813","'89.06250000","'89.25781250","'89.74609375","'89.01367188","'88.96484375","'90.18554688",
"'46.45996094","'89.99023438","'89.20898438","'89.40429688","'89.89257813","'89.11132813","'89.06250000","'90.33203125",
"'46.43554688","'89.94140625","'89.16015625","'89.35546875","'89.84375000","'89.06250000","'89.06250000","'90.28320313",
"'46.58203125","'90.23437500","'89.45312500","'89.64843750","'90.08789063","'89.35546875","'89.30664063","'90.57617188",
"'46.43554688","'89.94140625","'89.16015625","'89.35546875","'89.84375000","'89.06250000","'89.06250000","'90.28320313",
"'46.38671875","'89.89257813","'89.06250000","'89.25781250","'89.74609375","'89.01367188","'88.96484375","'90.18554688",
"'47.43652344","'91.89453125","'91.11328125","'91.30859375","'91.74804688","'91.01562500","'90.96679688","'92.23632813",
