"'LOWER SECTION","'","'","'","'","'","'","'",
"'3 of a Kind","'Add total of all dice","'25","'24","'26","'20","'28","'22",
"'4 of a Kind","'Add total of all dice","'23","'20","'0","'25","'0","'0",
"'Full House","'SCORE 25","'25","'25","'25","'0","'25","'",
"'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'LG Straight Sequence of 5","'SCORE 40","'40","'40","'40","'40","'40","'40",
"'YAHTZEE 5 of a Kind","'SCORE 50","'","'0","'50","'0","'0","'0",
"'Chance","'Score total of all dice","'24","'22","'24","'22","'20","'18",
"'YAHTZEE","'X FOR EACH BONUS","'","'","'XX","'","'","'",
"'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL Of Lower Section","'","'167","'139","'295","'137","'143","'110",
"'TOTAL Of Upper Section","'","'99","'101","'61","'102","'101","'98",
"'GRAND TOTAL","'","'266","'240","'356","'239","'244","'208",
,,,,,,,

'Confidence Scores % (Table Cell)
""'52.73437500","'76.07421875","'76.07421875","'76.07421875","'61.52343750","'61.52343750","'63.96484375","'63.96484375",
"'51.56250000","'88.86718750","'84.52148438","'87.01171875","'88.72070313","'87.64648438","'88.03710938","'88.28125000",
"'51.75781250","'89.25781250","'84.86328125","'87.40234375","'89.06250000","'88.03710938","'88.37890625","'88.67187500",
"'52.00195313","'89.64843750","'85.25390625","'87.74414063","'89.45312500","'88.37890625","'88.76953125","'89.01367188",
"'51.22070313","'88.33007813","'83.98437500","'86.47460938","'88.13476563","'87.10937500","'87.45117188","'87.74414063",
"'51.31835938","'88.52539063","'84.17968750","'86.66992188","'88.33007813","'87.30468750","'87.64648438","'87.93945313",
"'51.66015625","'89.06250000","'84.71679688","'87.20703125","'88.86718750","'87.84179688","'88.18359375","'88.47656250",
"'51.61132813","'88.96484375","'84.61914063","'87.10937500","'88.76953125","'87.74414063","'88.08593750","'88.37890625",
"'90.91796875","'88.33007813","'83.98437500","'86.47460938","'88.13476563","'87.10937500","'87.45117188","'87.74414063",
"'90.91796875","'83.49609375","'79.39453125","'81.73828125","'83.34960938","'82.37304688","'82.66601563","'82.95898438",
"'51.95312500","'89.55078125","'85.15625000","'87.64648438","'89.35546875","'88.28125000","'88.67187500","'88.91601563",
"'51.36718750","'88.57421875","'84.22851563","'86.71875000","'88.37890625","'87.35351563","'87.69531250","'87.93945313",
"'52.83203125","'91.11328125","'86.66992188","'89.20898438","'90.91796875","'89.89257813","'90.23437500","'90.52734375",
