"'","'Aces = 1","'Count and add only Aces","'+","'I","'4","'I","'t 2","'2",
"'","'Twos = 2","'Count and add only Twos","'8","'6","'6","'8","'6","'4",
"'","'Threes = 3","'Count and add only Threes","'9","'9","'12","'9","'9","'9",
"'","'Fours :: = 4","'Count and add only Fours","'12","'58","'16","'12","'16","'12",
"'","'Fives :- = 5","'Count and add only Fives","'15","'IS","'10","'15","'IS","'20",
"'","'Sixes = 6","'Count and add only Sixes","'18","'24","'18","'18","'18","'24",
"'","'TOTAL","'","'63","'63","'66","'63","'66","'71",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'35","'35","'35","'35","'35",
"'","'TOTAL Of Upper Section","'","'98","'98","'101","'98","'101","'106",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'53.71093750","'77.92968750","'93.55468750","'91.11328125","'92.33398438","'92.57812500","'92.72460938","'92.91992188","'91.60156250",
"'53.71093750","'76.36718750","'91.69921875","'89.25781250","'90.47851563","'90.72265625","'90.82031250","'91.01562500","'89.79492188",
"'53.71093750","'75.92773438","'91.11328125","'88.72070313","'89.89257813","'90.13671875","'90.28320313","'90.47851563","'89.20898438",
"'53.71093750","'76.07421875","'91.30859375","'88.91601563","'90.08789063","'90.33203125","'90.47851563","'90.67382813","'89.40429688",
"'53.71093750","'75.34179688","'90.42968750","'88.03710938","'89.20898438","'89.45312500","'89.59960938","'89.79492188","'88.52539063",
"'53.71093750","'75.29296875","'90.38085938","'87.98828125","'89.16015625","'89.40429688","'89.55078125","'89.74609375","'88.47656250",
"'53.71093750","'74.02343750","'88.86718750","'86.52343750","'87.69531250","'87.93945313","'88.03710938","'88.23242188","'87.01171875",
"'53.71093750","'74.95117188","'89.94140625","'87.54882813","'88.76953125","'88.96484375","'89.11132813","'89.30664063","'88.08593750",
"'53.71093750","'77.73437500","'93.31054688","'90.86914063","'92.08984375","'92.33398438","'92.48046875","'92.67578125","'91.40625000",
