"'","'Aces = 1","'Count and add only Aces","'","'4","'1","'1","'2","'1",
"'","'NOT_SELECTED Twos = 2","'Count and add only Twos","'8","'8","'6","'6","'10","'4",
"'","'Threes = 3","'Count and add only Threes","'12","'9","'12","'9","'9","'9",
"'","'Fours =4","'Count and add only Fours","'12","'12","'8","'8","'12","'16",
"'","'Fives = 5","'Count and add only Fives","'15","'15","'15","'10","'15","'20",
"'","'Sixes =6","'Count and add only Sixes","'24","'18","'24","'24","'18","'18",
"'","'TOTAL","'","'72","'66","'66","'58","'66","'68",
"'","'If total score BONUS is 63 or over","'SCORE 35","'35","'35","'35","'0","'35","'35",
"'","'TOTAL Of Upper Section","'","'107","'101","'101","'58","'101","'103",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'48.92578125","'65.47851563","'92.13867188","'90.28320313","'91.69921875","'91.89453125","'91.69921875","'91.89453125","'91.16210938",
"'48.92578125","'64.55078125","'90.86914063","'89.01367188","'90.42968750","'90.67382813","'90.42968750","'90.67382813","'89.89257813",
"'48.92578125","'64.16015625","'90.28320313","'88.42773438","'89.79492188","'90.03906250","'89.79492188","'90.03906250","'89.30664063",
"'48.92578125","'63.81835938","'89.84375000","'88.03710938","'89.40429688","'89.64843750","'89.40429688","'89.64843750","'88.91601563",
"'48.92578125","'63.86718750","'89.89257813","'88.08593750","'89.45312500","'89.69726563","'89.45312500","'89.69726563","'88.96484375",
"'48.92578125","'63.62304688","'89.59960938","'87.74414063","'89.11132813","'89.35546875","'89.11132813","'89.35546875","'88.62304688",
"'48.92578125","'64.11132813","'90.23437500","'88.37890625","'89.79492188","'89.99023438","'89.79492188","'89.99023438","'89.25781250",
"'48.92578125","'64.64843750","'90.96679688","'89.11132813","'90.52734375","'90.77148438","'90.52734375","'90.77148438","'89.99023438",
"'48.92578125","'66.89453125","'94.18945313","'92.23632813","'93.70117188","'93.94531250","'93.70117188","'93.94531250","'93.16406250",
