"'LOWER SECTION","'","'","'","'","'","'","'",
"'3 of a Kind","'Add total of all dice","'28","'28","'23","'25","'25","'",
"'4 of a Kind","'Add total of all dice","'9","'0","'9","'0","'27","'0",
"'Full House","'SCORE 25","'0","'0","'25","'25","'25","'25",
"'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'LG Straight Sequence of 5","'SCORE 40","'40","'40","'0","'0","'40","'",
"'YAHTZEE 5 of a Kind","'SCORE 50","'50","'50","'0","'","'0","'",
"'Chance","'Score total of all dice","'19","'17","'19","'19","'19","'25",
"'YAHTZEE","'X FOR EACH BONUS","'","'X","'","'","'","'",
"'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL Of Lower Section","'","'176","'215","'106","'99","'166","'80",
"'TOTAL Of Upper Section","'","'62","'51","'98","'58","'99","'",
"'GRAND TOTAL","'","'238","'266","'204","'157","'265","'51 131",
"'1982, 2014","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'44.60449219","'62.06054688","'62.06054688","'62.06054688","'59.08203125","'59.08203125","'64.16015625","'64.16015625",
"'43.65234375","'87.01171875","'85.00976563","'87.06054688","'88.13476563","'88.72070313","'88.62304688","'88.47656250",
"'43.38378906","'86.52343750","'84.52148438","'86.57226563","'87.64648438","'88.18359375","'88.08593750","'87.93945313",
"'43.31054688","'86.32812500","'84.37500000","'86.37695313","'87.45117188","'87.98828125","'87.89062500","'87.79296875",
"'42.99316406","'85.69335938","'83.74023438","'85.74218750","'86.81640625","'87.35351563","'87.25585938","'87.10937500",
"'42.50488281","'84.71679688","'82.81250000","'84.76562500","'85.83984375","'86.37695313","'86.27929688","'86.13281250",
"'42.16308594","'84.03320313","'82.12890625","'84.08203125","'85.15625000","'85.69335938","'85.59570313","'85.44921875",
"'41.87011719","'83.49609375","'81.59179688","'83.54492188","'84.57031250","'85.10742188","'85.00976563","'84.91210938",
"'93.11523438","'85.20507813","'83.25195313","'85.25390625","'86.27929688","'86.81640625","'86.76757813","'86.62109375",
"'93.11523438","'67.13867188","'65.57617188","'67.18750000","'68.01757813","'68.40820313","'68.35937500","'68.26171875",
"'42.55371094","'84.81445313","'82.86132813","'84.86328125","'85.93750000","'86.47460938","'86.37695313","'86.23046875",
"'39.47753906","'78.71093750","'76.90429688","'78.75976563","'79.73632813","'80.22460938","'80.12695313","'80.02929688",
"'42.74902344","'85.25390625","'83.30078125","'85.30273438","'86.32812500","'86.86523438","'86.81640625","'86.66992188",
"'55.66406250","'55.66406250","'55.66406250","'55.66406250","'68.31054688","'68.75000000","'68.70117188","'68.55468750",
