"'","'NOT_SELECTED Aces = 1","'Count and add only Aces","'1","'I","'","'1","'3","'4",
"'","'Twos : = 2","'Count and add only Twos","'4","'4","'6","'4","'4","'4",
"'","'Threes : = 3","'Count and add only Threes","'12","'9","'6","'3","'12","'9",
"'","'NOT_SELECTED Fours :: = 4","'Count and add only Fours","'12","'4","'12","'12","'12","'12",
"'","'Fives :0 = 5","'Count and add only Fives","'15","'15","'20","'20","'15","'10",
"'","'Sixes =6","'Count and add only Sixes","'18","'18","'18","'18","'18","'12m",
"'","'TOTAL","'","'62","'51","'63","'58","'64","'51",
"'","'If total score BONUS is 63 or over","'SCORE 35","'0","'0","'35","'0","'35","'0",
"'","'TOTAL Of Upper Section","'","'62","'51","'98","'58","'99","'51",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'48.92578125","'57.71484375","'91.25976563","'90.08789063","'90.82031250","'90.91796875","'89.64843750","'90.13671875","'90.47851563",
"'48.92578125","'57.91015625","'91.55273438","'90.38085938","'91.11328125","'91.21093750","'89.89257813","'90.42968750","'90.77148438",
"'48.92578125","'57.71484375","'91.25976563","'90.08789063","'90.82031250","'90.91796875","'89.64843750","'90.13671875","'90.47851563",
"'48.92578125","'57.95898438","'91.60156250","'90.42968750","'91.16210938","'91.25976563","'89.94140625","'90.47851563","'90.82031250",
"'48.92578125","'57.12890625","'90.33203125","'89.16015625","'89.89257813","'89.99023438","'88.72070313","'89.20898438","'89.55078125",
"'48.92578125","'57.61718750","'91.06445313","'89.89257813","'90.67382813","'90.72265625","'89.45312500","'89.94140625","'90.28320313",
"'48.92578125","'57.37304688","'90.67382813","'89.55078125","'90.28320313","'90.38085938","'89.06250000","'89.59960938","'89.89257813",
"'48.92578125","'57.17773438","'90.38085938","'89.20898438","'89.94140625","'90.03906250","'88.76953125","'89.25781250","'89.59960938",
"'48.92578125","'59.52148438","'94.09179688","'92.87109375","'93.65234375","'93.75000000","'92.43164063","'92.91992188","'93.26171875",
