"'","'LOWER SECTION","'","'","'","'","'","'","'",
"'","'3 of a Kind","'Add total of all dice","'10","'25","'&","'22","'25","'27",
"'","'4 of a Kind","'Add total of all dice","'&","'26","'21","'&","'0","'9",
"'","'Full House","'SCORE 25","'25","'25","'25","'25","'0","'25",
"'","'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'","'LG Straight Sequence of 5","'SCORE 40","'40","'40","'40","'Q","'40","'40",
"'","'YAHTZEE 5 of a Kind","'SCORE 50","'so","'&","'4","'so","'0","'so",
"'","'Chance","'Score total of all dice","'21","'18","'26","'23","'22","'26",
"'","'YAHTZEE","'X FOR EACH BONUS","'","'","'","'","'","'X",
"'","'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'","'TOTAL Of Lower Section","'","'176","'164","'142","'150","'117","'257",
"'","'TOTAL Of Upper Section","'","'106","'100","'98","'100 am","'99","'105",
"'","'GRAND TOTAL","'","'282","'264","'240","'250","'216","'362",
"'","'","'","'","'","'","'","'","'",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'43.50585938","'38.64746094","'89.20898438","'89.20898438","'89.20898438","'89.79492188","'89.79492188","'91.25976563","'91.25976563",
"'43.50585938","'37.64648438","'91.40625000","'87.01171875","'90.13671875","'90.91796875","'90.91796875","'89.59960938","'91.30859375",
"'43.50585938","'37.84179688","'91.89453125","'87.45117188","'90.62500000","'91.40625000","'91.40625000","'90.03906250","'91.79687500",
"'43.50585938","'37.54882813","'91.16210938","'86.81640625","'89.89257813","'90.72265625","'90.72265625","'89.35546875","'91.06445313",
"'43.50585938","'36.98730469","'89.74609375","'85.44921875","'88.52539063","'89.30664063","'89.30664063","'87.98828125","'89.69726563",
"'43.50585938","'36.88964844","'89.59960938","'85.30273438","'88.33007813","'89.11132813","'89.11132813","'87.79296875","'89.50195313",
"'43.50585938","'36.76757813","'89.25781250","'84.96093750","'88.03710938","'88.81835938","'88.81835938","'87.50000000","'89.16015625",
"'43.50585938","'36.18164063","'87.84179688","'83.64257813","'86.62109375","'87.40234375","'87.40234375","'86.08398438","'87.74414063",
"'43.50585938","'80.37109375","'89.16015625","'84.91210938","'87.93945313","'88.72070313","'88.72070313","'87.40234375","'89.06250000",
"'43.50585938","'80.37109375","'84.32617188","'80.27343750","'83.15429688","'83.88671875","'83.88671875","'82.66601563","'84.22851563",
"'43.50585938","'35.57128906","'86.32812500","'82.22656250","'85.15625000","'85.88867188","'85.88867188","'84.61914063","'86.27929688",
"'43.50585938","'36.20605469","'87.89062500","'83.69140625","'86.66992188","'87.45117188","'87.45117188","'86.13281250","'87.79296875",
"'43.50585938","'37.01171875","'89.84375000","'85.54687500","'88.62304688","'89.40429688","'89.40429688","'88.08593750","'89.74609375",
"'43.50585938","'36.25488281","'36.25488281","'36.25488281","'36.25488281","'36.25488281","'61.71875000","'60.79101563","'61.96289063",
