"'Aces = 1","'Count and add only Aces","'J2","'3","'I","'1","'2","'2",
"'Twos = 2","'Count and add only Twos","'6","'6","'8","'8","'8","'6",
"'Threes = 3","'Count and add only Threes","'9m","'3","'6","'6","'9","'12",
"'Fours = 4","'Count and add only Fours","'12","'8","'12","'16","'12","'8",
"'Fives = 5","'Count and add only Fives","'20","'15","'20","'25","'15","'10",
"'Sixes = 6","'Count and add only Sixes","'18","'24","'18","'18","'18","'24",
"'TOTAL","'","'67","'59","'65","'74","'64","'62",
"'If total score BONUS is 63 or over","'SCORE 35","'35","'300","'35","'35","'35","'B",
"'TOTAL Of Upper Section","'","'102","'59","'100","'109","'99","'62",
,,,,,,,

'Confidence Scores % (Table Cell)
""'43.06640625","'93.06640625","'89.94140625","'91.11328125","'91.11328125","'92.48046875","'91.69921875","'93.26171875",
"'41.72363281","'90.18554688","'87.10937500","'88.28125000","'88.28125000","'89.59960938","'88.86718750","'90.38085938",
"'41.87011719","'90.52734375","'87.45117188","'88.57421875","'88.57421875","'89.89257813","'89.16015625","'90.67382813",
"'41.69921875","'90.13671875","'87.06054688","'88.23242188","'88.23242188","'89.55078125","'88.81835938","'90.33203125",
"'41.89453125","'90.57617188","'87.45117188","'88.62304688","'88.62304688","'89.94140625","'89.20898438","'90.72265625",
"'41.79687500","'90.33203125","'87.25585938","'88.37890625","'88.37890625","'89.74609375","'89.01367188","'90.52734375",
"'41.89453125","'90.57617188","'87.45117188","'88.62304688","'88.62304688","'89.94140625","'89.20898438","'90.72265625",
"'41.47949219","'89.64843750","'86.62109375","'87.74414063","'87.74414063","'89.06250000","'88.33007813","'89.84375000",
"'42.70019531","'92.28515625","'89.16015625","'90.33203125","'90.33203125","'91.69921875","'90.91796875","'92.48046875",
