"'NOT_SELECTED Aces = 1","'Count and add only Aces","'3","'00","'T 0","'2","'0","'3",
"'SELECTED Twos = 2","'Count and add only Twos","'6","'8","'8","'6","'8","'8",
"'SELECTED Threes =3","'Count and add only Threes","'12","'u","'12","'#15","'12","'9",
"'SELECTED Fours 4","'Count and add only Fours","'8","'8","'16","'12","'16","'12",
"'SELECTED Fives =5","'Count and add only Fives","'20","'20","'IS","'10","'15","'is",
"'SELECTED Sixes =6","'Count and add only Sixes","'24","'24","'24","'18","'24","'18",
"'TOTAL","'","'73","'66","'75","'63","'75","'65",
"'If total score BONUS is 63 or over","'SCORE 35","'35","'35","'35","'35","'35","'35",
"'TOTAL Of Upper Section","'","'108","'101","'110","'98","'110","'100",
,,,,,,,

'Confidence Scores % (Table Cell)
""'46.33789063","'91.84570313","'89.84375000","'91.60156250","'91.84570313","'90.86914063","'91.30859375","'91.99218750",
"'45.31250000","'89.79492188","'87.89062500","'89.59960938","'89.79492188","'88.91601563","'89.30664063","'89.99023438",
"'45.28808594","'89.74609375","'87.84179688","'89.55078125","'89.74609375","'88.86718750","'89.25781250","'89.94140625",
"'45.84960938","'90.86914063","'88.96484375","'90.67382813","'90.86914063","'89.94140625","'90.38085938","'91.06445313",
"'45.80078125","'90.77148438","'88.86718750","'90.57617188","'90.77148438","'89.89257813","'90.28320313","'90.96679688",
"'45.58105469","'90.33203125","'88.37890625","'90.08789063","'90.33203125","'89.40429688","'89.79492188","'90.52734375",
"'46.04492188","'91.25976563","'89.30664063","'91.01562500","'91.25976563","'90.33203125","'90.77148438","'91.45507813",
"'45.14160156","'89.50195313","'87.54882813","'89.25781250","'89.50195313","'88.57421875","'88.96484375","'89.64843750",
"'47.63183594","'94.38476563","'92.38281250","'94.14062500","'94.38476563","'93.45703125","'93.89648438","'94.58007813",
