"'","'Aces = 1","'Count and add only Aces","'","'0","'2","'0","'0","'of",
"'","'Twos = 2","'Count and add only Twos","'6","'0","'4","'4","'4","'8",
"'","'Threes = 3","'Count and add only Threes","'12","'9","'12","'9","'9","'12",
"'","'Fours :: = 4","'Count and add only Fours","'12","'8","'8","'16","'16","'16",
"'","'Fives :- = 5","'Count and add only Fives","'15","'10","'15","'10 A","'$5","'15",
"'","'Sixes = 6","'Count and add only Sixes","'24","'18","'18","'24","'18","'12",
"'","'TOTAL","'","'70","'35","'59","'63","'52 2","'63",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'","'0","'35","'0","'35",
"'","'TOTAL Of Upper Section","'","'105","'35","'59","'98","'52","'98",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'65.47851563","'53.32031250","'93.06640625","'90.67382813","'92.67578125","'91.84570313","'92.48046875","'92.18750000","'91.50390625",
"'65.47851563","'52.09960938","'90.86914063","'88.57421875","'90.52734375","'89.74609375","'90.33203125","'90.03906250","'89.35546875",
"'65.47851563","'51.75781250","'90.28320313","'87.98828125","'89.89257813","'89.11132813","'89.74609375","'89.45312500","'88.76953125",
"'65.47851563","'52.00195313","'90.72265625","'88.42773438","'90.38085938","'89.59960938","'90.18554688","'89.89257813","'89.20898438",
"'65.47851563","'51.80664063","'90.38085938","'88.08593750","'89.99023438","'89.20898438","'89.79492188","'89.55078125","'88.86718750",
"'65.47851563","'51.90429688","'90.52734375","'88.23242188","'90.13671875","'89.35546875","'89.94140625","'89.69726563","'89.01367188",
"'65.47851563","'51.31835938","'89.45312500","'87.20703125","'89.11132813","'88.33007813","'88.91601563","'88.67187500","'87.98828125",
"'65.47851563","'51.46484375","'89.79492188","'87.50000000","'89.45312500","'88.67187500","'89.25781250","'88.96484375","'88.28125000",
"'65.47851563","'53.61328125","'93.50585938","'91.16210938","'93.11523438","'92.33398438","'92.96875000","'92.67578125","'91.94335938",
