"'","'Aces = 1","'Count and add only Aces","'D","'I","'1 I","'0","'2","'2",
"'","'Twos = 2","'Count and add only Twos","'2","'2","'6","'8","'2","'8",
"'","'Threes = 3","'Count and add only Threes","'12","'12","'9","'6","'9","'9",
"'","'NOT_SELECTED Fours = 4","'Count and add only Fours","'16","'12","'12","'12","'16","'4",
"'","'Fives : = 5","'Count and add only Fives","'15","'20","'IS","'15","'20","'20",
"'","'Sixes =6","'Count and add only Sixes","'18","'18","'18","'24","'24","'18",
"'","'TOTAL","'","'63","'65","'61","'65","'73","'61",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'35","'P","'35","'35","'0",
"'","'TOTAL Of Upper Section","'","'98","'100","'61","'100","'108","'61",
"'","'","'","'","'","'","'","'","'",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'35.49804688","'56.88476563","'93.45703125","'90.96679688","'92.87109375","'92.18750000","'92.48046875","'92.48046875","'93.06640625",
"'35.49804688","'55.85937500","'91.84570313","'89.35546875","'91.21093750","'90.57617188","'90.82031250","'90.82031250","'91.45507813",
"'35.49804688","'55.51757813","'91.21093750","'88.76953125","'90.62500000","'89.94140625","'90.23437500","'90.23437500","'90.82031250",
"'35.49804688","'55.27343750","'90.82031250","'88.37890625","'90.23437500","'89.59960938","'89.84375000","'89.84375000","'90.47851563",
"'35.49804688","'54.68750000","'89.89257813","'87.50000000","'89.30664063","'88.67187500","'88.91601563","'88.91601563","'89.55078125",
"'35.49804688","'55.02929688","'90.47851563","'88.03710938","'89.84375000","'89.20898438","'89.50195313","'89.50195313","'90.08789063",
"'35.49804688","'55.02929688","'90.42968750","'87.98828125","'89.79492188","'89.16015625","'89.45312500","'89.45312500","'90.03906250",
"'35.49804688","'54.88281250","'90.18554688","'87.74414063","'89.59960938","'88.96484375","'89.20898438","'89.20898438","'89.79492188",
"'35.49804688","'56.98242188","'93.60351563","'91.11328125","'92.96875000","'92.33398438","'92.62695313","'92.62695313","'93.21289063",
"'35.49804688","'31.12792969","'51.17187500","'49.78027344","'50.83007813","'50.43945313","'50.58593750","'50.58593750","'50.92773438",
