"'","'NOT_SELECTED Aces = 1","'Count and add only Aces","'2","'4","'K 1","'2","'3","'1",
"'","'NOT_SELECTED Twos = 2","'Count and add only Twos","'8","'v","'8","'8","'4","'8",
"'","'NOT_SELECTED Threes = 3","'Count and add only Threes","'9","'9","'9","'3","'9","'6",
"'","'NOT_SELECTED Fours :: 4","'Count and add only Fours","'12","'16","'16","'12","'12","'12",
"'","'NOT_SELECTED Fives :- = 5","'Count and add only Fives","'15","'10","'IS","'15","'15","'20",
"'","'Sixes = 6","'Count and add only Sixes","'18","'18","'16","'24","'24","'18",
"'","'TOTAL","'","'64","'63","'67","'64","'67","'65",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'35","'35","'35","'35","'35",
"'","'TOTAL Of Upper Section","'","'99","'98","'1034","'99","'102","'100",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'51.85546875","'84.86328125","'92.96875000","'91.69921875","'92.96875000","'92.72460938","'91.79687500","'92.67578125","'92.62695313",
"'51.85546875","'83.64257813","'91.60156250","'90.38085938","'91.60156250","'91.35742188","'90.47851563","'91.30859375","'91.25976563",
"'51.85546875","'83.30078125","'91.25976563","'90.03906250","'91.25976563","'91.01562500","'90.13671875","'90.96679688","'90.91796875",
"'51.85546875","'82.81250000","'90.72265625","'89.50195313","'90.72265625","'90.47851563","'89.59960938","'90.42968750","'90.38085938",
"'51.85546875","'82.86132813","'90.72265625","'89.55078125","'90.72265625","'90.52734375","'89.64843750","'90.47851563","'90.42968750",
"'51.85546875","'81.93359375","'89.74609375","'88.57421875","'89.74609375","'89.55078125","'88.67187500","'89.50195313","'89.45312500",
"'51.85546875","'81.49414063","'89.25781250","'88.08593750","'89.25781250","'89.01367188","'88.13476563","'88.96484375","'88.91601563",
"'51.85546875","'81.54296875","'89.30664063","'88.13476563","'89.30664063","'89.06250000","'88.18359375","'89.01367188","'88.96484375",
"'51.85546875","'84.47265625","'92.52929688","'91.30859375","'92.52929688","'92.28515625","'91.40625000","'92.23632813","'92.18750000",
