"'NOT_SELECTED Aces = 1","'Count and add only Aces","'the 2","'3","'/ 2","'J","'I","'3",
"'NOT_SELECTED Twos = 2","'Count and add only Twos","'8","'8","'4","'8","'6","'8",
"'NOT_SELECTED Threes = 3","'Count and add only Threes","'12","'9","'12","'6","'33","'9",
"'NOT_SELECTED Fours :: = 4","'Count and add only Fours","'12","'12","'12","'12","'16","'12",
"'Fives = 5","'Count and add only Fives","'10","'5","'15","'20","'10","'IS",
"'NOT_SELECTED Sixes =6","'Count and add only Sixes","'18","'30","'18","'18","'12","'18",
"'TOTAL","'","'62","'67","'63","'65","'48","'65",
"'If total score BONUS is 63 or over","'SCORE 35","'0","'35","'35","'35","'","'35",
"'TOTAL Of Upper Section","'","'62","'102","'98","'100","'48","'100",
,,,,,,,

'Confidence Scores % (Table Cell)
""'50.34179688","'92.87109375","'90.38085938","'92.18750000","'91.89453125","'91.50390625","'91.79687500","'91.99218750",
"'49.53613281","'91.30859375","'88.91601563","'90.67382813","'90.38085938","'89.94140625","'90.28320313","'90.47851563",
"'48.85253906","'90.08789063","'87.69531250","'89.45312500","'89.16015625","'88.76953125","'89.06250000","'89.25781250",
"'49.26757813","'90.82031250","'88.42773438","'90.18554688","'89.89257813","'89.50195313","'89.84375000","'89.99023438",
"'49.16992188","'90.67382813","'88.23242188","'89.99023438","'89.74609375","'89.30664063","'89.64843750","'89.84375000",
"'49.63378906","'91.50390625","'89.06250000","'90.82031250","'90.57617188","'90.13671875","'90.47851563","'90.67382813",
"'49.43847656","'91.16210938","'88.76953125","'90.52734375","'90.23437500","'89.84375000","'90.13671875","'90.33203125",
"'49.14550781","'90.62500000","'88.23242188","'89.94140625","'89.69726563","'89.25781250","'89.59960938","'89.79492188",
"'50.63476563","'93.31054688","'90.86914063","'92.67578125","'92.38281250","'91.94335938","'92.28515625","'92.48046875",
