"'LOWER SECTION","'","'","'","'","'","'","'",
"'3 of a Kind","'Add total of all dice","'20","'","'23","'27","'22","'24",
"'4 of a Kind","'Add total of all dice","'26","'10","'6","'A","'0","'21",
"'Full House","'SCORE 25","'25","'25","'25","'25","'0","'0",
"'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'LG Straight Sequence of 5","'SCORE 40","'40","'40","'40","'D","'40","'40",
"'YAHTZEE 5 of a Kind","'SCORE 50","'0","'0","'50","'","'x","'so",
"'Chance","'Score total of all dice","'24","'23","'21","'18","'20","'19",
"'YAHTZEE","'X FOR EACH BONUS","'","'","'y","'","'x","'",
"'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL Of Lower Section","'","'165","'128","'239","'100","'112","'234",
"'TOTAL Of Upper Section","'","'59","'105","'99","'59","'61","'98",
"'GRAND TOTAL","'","'224","'233","'338","'159","'173","'332",
"'©1982, 2014","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'53.75976563","'66.01562500","'66.01562500","'66.01562500","'54.00390625","'54.00390625","'58.20312500","'58.20312500",
"'52.00195313","'84.27734375","'81.39648438","'83.15429688","'84.17968750","'84.66796875","'82.81250000","'84.42382813",
"'51.75781250","'83.83789063","'81.00585938","'82.76367188","'83.74023438","'84.22851563","'82.37304688","'84.03320313",
"'52.14843750","'84.42382813","'81.59179688","'83.34960938","'84.37500000","'84.86328125","'82.95898438","'84.61914063",
"'51.61132813","'83.59375000","'80.76171875","'82.47070313","'83.49609375","'83.98437500","'82.12890625","'83.74023438",
"'51.66015625","'83.69140625","'80.85937500","'82.56835938","'83.59375000","'84.08203125","'82.22656250","'83.83789063",
"'50.14648438","'81.25000000","'78.46679688","'80.17578125","'81.15234375","'81.59179688","'79.83398438","'81.39648438",
"'45.50781250","'73.73046875","'71.24023438","'72.75390625","'73.63281250","'74.07226563","'72.46093750","'73.87695313",
"'74.02343750","'54.29687500","'52.44140625","'53.56445313","'54.19921875","'54.54101563","'53.32031250","'54.39453125",
"'74.02343750","'52.49023438","'50.73242188","'51.80664063","'52.44140625","'52.78320313","'51.61132813","'52.63671875",
"'51.31835938","'83.10546875","'80.32226563","'82.03125000","'83.05664063","'83.54492188","'81.68945313","'83.30078125",
"'50.43945313","'81.68945313","'78.90625000","'80.61523438","'81.59179688","'82.08007813","'80.27343750","'81.83593750",
"'52.68554688","'85.35156250","'82.47070313","'84.22851563","'85.25390625","'85.74218750","'83.83789063","'85.54687500",
"'41.40625000","'41.40625000","'41.40625000","'41.40625000","'57.03125000","'57.32421875","'56.10351563","'57.17773438",
