"'Aces = 1","'Count and add only Aces","'2","'I","'I","'","'B","'I",
"'Twos = 2","'Count and add only Twos","'8","'4","'2","'8","'8","'2",
"'Threes = 3","'Count and add only Threes","'12","'6","'9","'6","'9","'12",
"'Fours 4","'Count and add only Fours","'12","'8","'12","'8","'16","'8",
"'Fives =5","'Count and add only Fives","'20","'IS","'25","'20","'15","'20",
"'Sixes = 6","'Count and add only Sixes","'18","'24","'24","'24","'18","'24",
"'TOTAL","'","'72","'58","'73","'66","'66","'67",
"'If total score BONUS is 63 or over","'SCORE 35","'35","'0","'35","'35","'35","'35",
"'TOTAL Of Upper Section","'","'107","'58","'108","'101","'101","'102",
,,,,,,,

'Confidence Scores % (Table Cell)
""'45.26367188","'93.26171875","'90.13671875","'92.23632813","'92.48046875","'91.94335938","'91.89453125","'92.33398438",
"'44.06738281","'90.77148438","'87.69531250","'89.79492188","'89.99023438","'89.50195313","'89.45312500","'89.84375000",
"'44.31152344","'91.30859375","'88.18359375","'90.28320313","'90.52734375","'89.99023438","'89.94140625","'90.38085938",
"'43.94531250","'90.52734375","'87.50000000","'89.55078125","'89.74609375","'89.25781250","'89.20898438","'89.64843750",
"'44.21386719","'91.11328125","'88.03710938","'90.08789063","'90.33203125","'89.84375000","'89.79492188","'90.18554688",
"'44.43359375","'91.55273438","'88.42773438","'90.52734375","'90.77148438","'90.23437500","'90.18554688","'90.62500000",
"'44.33593750","'91.35742188","'88.23242188","'90.33203125","'90.57617188","'90.03906250","'89.99023438","'90.42968750",
"'43.89648438","'90.42968750","'87.40234375","'89.45312500","'89.69726563","'89.16015625","'89.11132813","'89.55078125",
"'45.48339844","'93.70117188","'90.52734375","'92.67578125","'92.91992188","'92.38281250","'92.33398438","'92.77343750",
