"'LOWER SECTION","'","'","'","'","'","'","'",
"'3 of a Kind","'Add total of all dice","'19","'29","'20","'18","'26","'22",
"'4 of a Kind","'Add total of all dice","'26","'25","'","'","'","'26",
"'Full House","'SCORE 25","'25","'","'25","'25","'25","'25",
"'SM Straight Sequence of 4","'SCORE 30","'30","'30","'30","'0","'30","'30",
"'LG Straight Sequence of 5","'SCORE 40","'40","'","'40","'40","'0","'40",
"'YAHTZEE 5 of a Kind","'SCORE 50","'","'0","'50","'0","'so","'o",
"'Chance","'Score total of all dice","'26","'24","'21","'21","'18","'20",
"'YAHTZEE","'X FOR EACH BONUS","'","'","'","'","'","'",
"'BONUS","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL Of Lower Section","'","'166","'108","'186","'104","'","'",
"'TOTAL Of Upper Section","'","'106","'104","'99","'","'149","'163",
"'GRAND TOTAL","'-","'272","'212","'285","'98 202","'98","'100",
"'1982, 2014 Hasbro, Pawtucket,","'","'","'","'","'","'247","'263",
,,,,,,,

'Confidence Scores % (Table Cell)
""'39.74609375","'46.19140625","'46.19140625","'46.19140625","'45.99609375","'45.99609375","'81.34765625","'81.34765625",
"'38.20800781","'87.35351563","'83.25195313","'77.19726563","'80.41992188","'89.25781250","'88.13476563","'88.23242188",
"'38.35449219","'87.64648438","'83.54492188","'77.44140625","'80.71289063","'89.55078125","'88.42773438","'88.57421875",
"'38.01269531","'86.86523438","'82.81250000","'76.75781250","'79.98046875","'88.76953125","'87.64648438","'87.79296875",
"'37.45117188","'85.64453125","'81.64062500","'75.68359375","'78.85742188","'87.50000000","'86.37695313","'86.52343750",
"'36.96289063","'84.47265625","'80.56640625","'74.65820313","'77.78320313","'86.32812500","'85.25390625","'85.35156250",
"'36.01074219","'82.32421875","'78.46679688","'72.75390625","'75.78125000","'84.13085938","'83.05664063","'83.20312500",
"'34.39941406","'78.66210938","'75.00000000","'69.53125000","'72.41210938","'80.37109375","'79.34570313","'79.49218750",
"'93.21289063","'59.91210938","'48.24218750","'54.19921875","'44.94628906","'61.18164063","'60.40039063","'40.64941406",
"'93.21289063","'59.13085938","'48.24218750","'54.19921875","'44.94628906","'60.40039063","'59.61914063","'40.64941406",
"'32.86132813","'75.14648438","'71.63085938","'66.40625000","'69.14062500","'76.75781250","'75.78125000","'75.92773438",
"'32.49511719","'74.31640625","'70.84960938","'65.67382813","'68.40820313","'75.92773438","'74.95117188","'75.09765625",
"'34.32617188","'78.46679688","'74.80468750","'69.33593750","'72.26562500","'80.17578125","'79.15039063","'79.29687500",
"'46.67968750","'46.67968750","'46.67968750","'46.67968750","'46.67968750","'46.67968750","'69.09179688","'69.18945313",
