"'","'Aces =1","'Count and add only Aces","'T","'3","'T","'2","'The","'3",
"'","'Twos = 2","'Count and add only Twos","'6","'6","'6","'4","'8","'8",
"'","'Threes = 3","'Count and add only Threes","'9","'12","'12","'3","'6","'12",
"'","'Fours 4","'Count and add only Fours","'16","'12","'8","'16","'12","'12",
"'","'SELECTED Fives : = 5","'Count and add only Fives","'15","'20","'IS","'15","'15","'15",
"'","'Sixes : =6","'Count and add only Sixes","'18","'12","'24","'24","'18","'18",
"'","'TOTAL","'","'65","'65","'66","'64","'60","'68",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'35","'35","'35","'0","'35",
"'","'TOTAL Of Upper Section","'","'100","'100","'101","'99","'60","'103",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'70.75195313","'79.15039063","'91.35742188","'89.69726563","'90.91796875","'90.67382813","'91.25976563","'90.96679688","'90.52734375",
"'70.75195313","'79.83398438","'92.13867188","'90.47851563","'91.74804688","'91.45507813","'92.04101563","'91.79687500","'91.30859375",
"'70.75195313","'78.66210938","'90.77148438","'89.11132813","'90.38085938","'90.08789063","'90.72265625","'90.42968750","'89.94140625",
"'70.75195313","'79.10156250","'91.30859375","'89.64843750","'90.86914063","'90.62500000","'91.21093750","'90.91796875","'90.47851563",
"'70.75195313","'78.80859375","'90.91796875","'89.25781250","'90.52734375","'90.23437500","'90.82031250","'90.57617188","'90.08789063",
"'70.75195313","'78.27148438","'90.33203125","'88.67187500","'89.89257813","'89.64843750","'90.23437500","'89.94140625","'89.50195313",
"'70.75195313","'76.31835938","'88.08593750","'86.47460938","'87.69531250","'87.40234375","'87.98828125","'87.74414063","'87.25585938",
"'70.75195313","'76.90429688","'88.76953125","'87.15820313","'88.37890625","'88.08593750","'88.67187500","'88.42773438","'87.98828125",
"'70.75195313","'74.95117188","'86.47460938","'84.91210938","'86.08398438","'85.83984375","'86.42578125","'86.13281250","'85.69335938",
