"'","'NOT_SELECTED Aces = 1","'Count and add only Aces","'4","'3","'3","'1","'1","'",
"'","'Twos = 2","'Count and add only Twos","'4","'8","'8","'4","'6","'6",
"'","'Threes = 3","'Count and add only Threes","'12","'9","'6","'9","'12","'12",
"'","'Fours :: = 4","'Count and add only Fours","'16","'12","'12","'12","'12","'12",
"'","'Fives : = 5","'Count and add only Fives","'10","'15","'20","'IS","'10","'is",
"'","'Sixes =6","'Count and add only Sixes","'18","'18","'18","'24","'18","'18",
"'","'TOTAL","'","'64","'65","'67","'65","'59","'64",
"'","'BONUS If total score is 63 or over","'SCORE 35","'35","'35","'35","'35","'0","'35",
"'","'TOTAL Of Upper Section","'","'99","'100","'102","'100","'59","'99",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'60.40039063","'76.70898438","'93.50585938","'90.91796875","'92.96875000","'92.91992188","'92.57812500","'92.77343750","'92.77343750",
"'60.40039063","'74.51171875","'90.77148438","'88.23242188","'90.23437500","'90.18554688","'89.84375000","'90.03906250","'90.03906250",
"'60.40039063","'74.70703125","'91.06445313","'88.52539063","'90.52734375","'90.47851563","'90.13671875","'90.33203125","'90.33203125",
"'60.40039063","'75.14648438","'91.60156250","'89.01367188","'91.01562500","'90.96679688","'90.67382813","'90.82031250","'90.82031250",
"'60.40039063","'74.80468750","'91.16210938","'88.62304688","'90.62500000","'90.57617188","'90.23437500","'90.42968750","'90.42968750",
"'60.40039063","'74.85351563","'91.21093750","'88.67187500","'90.67382813","'90.62500000","'90.28320313","'90.47851563","'90.47851563",
"'60.40039063","'74.85351563","'91.21093750","'88.67187500","'90.67382813","'90.62500000","'90.28320313","'90.47851563","'90.47851563",
"'60.40039063","'73.87695313","'90.03906250","'87.54882813","'89.50195313","'89.45312500","'89.11132813","'89.30664063","'89.30664063",
"'60.40039063","'76.95312500","'93.79882813","'91.16210938","'93.21289063","'93.16406250","'92.82226563","'93.01757813","'93.01757813",
