"'LOWER SECTION","'","'","'","'","'","'","'","'",
"'3 of a Kind","'","'Add total of all dice","'23","'23","'10","'28","'26","'25",
"'4 of a Kind","'","'Add total of all dice","'0","'0","'0","'21","'6","'18",
"'Full House","'","'SCORE 25","'25","'0","'0","'25","'25","'25",
"'SM Straight","'Sequence of 4","'SCORE 30","'30","'30","'30","'30","'30","'30",
"'LG Straight","'Sequence of 5","'SCORE 40","'0","'40","'$40","'40","'40","'",
"'YAHTZEE","'5 of a Kind","'SCORE 50","'0","'0","'0","'0","'0","'0",
"'Chance","'","'Score total of all dice","'24","'27","'26","'21","'19","'22",
"'YAHTZEE","'","'X FOR EACH BONUS","'","'","'","'","'","'",
"'BONUS","'","'SCORE 100 PER X","'","'","'","'","'","'",
"'TOTAL","'Of Lower Section","'","'102","'120","'106","'165","'146","'120",
"'TOTAL","'Of Upper Section","'","'100","'757","'103","'61","'98","'51",
"'GRAND TOTAL","'","'","'202","'177","'209","'226","'244","'171",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'90.13671875","'90.13671875","'87.15820313","'87.15820313","'87.15820313","'80.02929688","'80.02929688","'75.48828125","'75.48828125",
"'91.45507813","'91.45507813","'92.62695313","'89.55078125","'91.69921875","'91.40625000","'91.89453125","'90.57617188","'91.01562500",
"'81.34765625","'81.34765625","'91.99218750","'88.96484375","'91.06445313","'90.82031250","'91.30859375","'89.94140625","'90.42968750",
"'65.47851563","'65.47851563","'91.50390625","'88.47656250","'90.57617188","'90.28320313","'90.82031250","'89.45312500","'89.89257813",
"'40.82031250","'40.82031250","'90.38085938","'87.40234375","'89.45312500","'89.16015625","'89.69726563","'88.33007813","'88.81835938",
"'37.06054688","'40.52734375","'90.47851563","'87.50000000","'89.59960938","'89.30664063","'89.79492188","'88.47656250","'88.96484375",
"'37.01171875","'40.50292969","'90.42968750","'87.45117188","'89.50195313","'89.20898438","'89.69726563","'88.37890625","'88.86718750",
"'62.89062500","'62.89062500","'88.67187500","'85.74218750","'87.74414063","'87.50000000","'87.98828125","'86.66992188","'87.15820313",
"'87.84179688","'87.84179688","'90.47851563","'87.50000000","'89.59960938","'89.30664063","'89.79492188","'88.47656250","'88.96484375",
"'87.84179688","'87.84179688","'86.03515625","'83.20312500","'85.15625000","'84.91210938","'85.35156250","'84.13085938","'84.52148438",
"'37.06054688","'40.52734375","'90.47851563","'87.50000000","'89.59960938","'89.30664063","'89.79492188","'88.47656250","'88.96484375",
"'36.32812500","'39.74609375","'88.76953125","'85.83984375","'87.84179688","'87.59765625","'88.08593750","'86.76757813","'87.20703125",
"'84.47265625","'84.47265625","'93.45703125","'90.38085938","'92.52929688","'92.23632813","'92.77343750","'91.40625000","'91.84570313",
