"'","'Aces = 1","'Count and add only Aces","'A 2","'","'A","'DT","'","'4",
"'","'Twos = 2","'Count and add only Twos","'0","'4","'4","'8","'6","'4",
"'","'Threes = 3","'Count and add only Threes","'12","'12","'6","'9","'6","'6",
"'","'Fours = 4","'Count and add only Fours","'12","'16","'12","'12","'16","'16",
"'","'Fives = 5","'Count and add only Fives","'5","'IS","'25","'IS","'IS","'0",
"'","'Sixes = 6","'Count and add only Sixes","'18","'24","'18","'18","'18","'24",
"'","'TOTAL","'","'49","'72","'65","'63","'62","'54",
"'","'BONUS If total score is 63 or over","'SCORE 35","'0","'35","'35","'35","'38","'0",
"'","'TOTAL Of Upper Section","'","'49","'107","'100","'98","'COP","'54",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'20.47119141","'59.47265625","'92.04101563","'89.59960938","'90.77148438","'90.47851563","'91.50390625","'92.04101563","'93.50585938",
"'20.47119141","'57.95898438","'89.74609375","'87.35351563","'88.47656250","'88.23242188","'89.16015625","'89.74609375","'91.16210938",
"'20.47119141","'57.81250000","'89.50195313","'87.10937500","'88.28125000","'87.98828125","'88.96484375","'89.50195313","'90.91796875",
"'20.47119141","'57.71484375","'89.35546875","'86.96289063","'88.13476563","'87.84179688","'88.81835938","'89.35546875","'90.77148438",
"'20.47119141","'57.17773438","'88.52539063","'86.18164063","'87.30468750","'87.01171875","'87.98828125","'88.52539063","'89.94140625",
"'20.47119141","'57.66601563","'89.25781250","'86.86523438","'88.03710938","'87.74414063","'88.72070313","'89.25781250","'90.67382813",
"'20.47119141","'56.88476563","'88.03710938","'85.69335938","'86.81640625","'86.57226563","'87.50000000","'88.03710938","'89.45312500",
"'20.47119141","'56.64062500","'87.69531250","'85.35156250","'86.47460938","'86.18164063","'87.15820313","'87.69531250","'89.06250000",
"'92.48046875","'92.48046875","'91.84570313","'89.40429688","'90.57617188","'90.33203125","'91.30859375","'91.84570313","'93.31054688",
