"'Aces = 1","'Count and add only Aces","'4","'2","'2","'&","'0","'4",
"'NOT_SELECTED Twos = 2","'Count and add only Twos","'2","'4","'8","'4","'8","'4",
"'Threes = 3","'Count and add only Threes","'9","'6","'9","'3","'9","'12",
"'NOT_SELECTED Fours :: 4","'Count and add only Fours","'8","'12","'12","'12","'8","'8",
"'Fives : = 5","'Count and add only Fives","'10","'10","'15","'10","'15","'15",
"'Sixes = 6","'Count and add only Sixes","'12","'12","'18","'12","'18","'24",
"'TOTAL","'","'45","'46","'64","'41","'58","'687",
"'If total score BONUS is 63 or over","'SCORE 35","'","'0","'35","'0","'0","'35",
"'TOTAL Of Upper Section","'","'45","'46","'99","'41","'58","'",
"'","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'47.02148438","'91.69921875","'89.99023438","'91.69921875","'91.84570313","'85.30273438","'86.57226563","'91.40625000",
"'45.48339844","'88.67187500","'87.06054688","'88.67187500","'88.81835938","'82.51953125","'83.74023438","'88.42773438",
"'45.89843750","'89.50195313","'87.84179688","'89.50195313","'89.59960938","'83.25195313","'84.47265625","'89.20898438",
"'46.36230469","'90.38085938","'88.72070313","'90.38085938","'90.52734375","'84.08203125","'85.30273438","'90.08789063",
"'46.31347656","'90.28320313","'88.62304688","'90.28320313","'90.42968750","'83.98437500","'85.20507813","'89.99023438",
"'46.89941406","'91.40625000","'89.74609375","'91.40625000","'91.55273438","'85.00976563","'86.27929688","'91.11328125",
"'46.85058594","'91.30859375","'89.64843750","'91.30859375","'91.45507813","'84.96093750","'86.18164063","'91.01562500",
"'46.82617188","'91.25976563","'89.59960938","'91.25976563","'91.40625000","'84.91210938","'86.13281250","'90.96679688",
"'47.77832031","'93.11523438","'91.40625000","'93.11523438","'93.26171875","'86.62109375","'87.93945313","'92.87109375",
"'37.06054688","'42.16308594","'42.16308594","'42.16308594","'38.08593750","'38.08593750","'68.21289063","'72.02148438",
